times,hand_x,hand_y,hand_z,elbow_x,elbow_y,elbow_z,shoulder_x,shoulder_y,shoulder_z
3.0747225284576416,-222.99225873821862,-1094.7915380782222,-1229.404054919559,1195.2159177888025,-301.91531115152935,-1226.026579074103,0.0,0.0,0.0
3.117528200149536,-231.91449603001632,-952.5023590149675,-1256.2490501289276,1196.4344833035102,-251.39528649769315,-1226.1068404007522,0.0,0.0,0.0
3.1354928016662598,-244.0712278864664,-832.5791192604248,-1287.657589476161,1192.8050818658887,-197.32311595732355,-1220.8975651592327,0.0,0.0,0.0
4.436068773269653,-167.09703317037574,-941.0000160585324,-2093.934090603413,1221.2587121315673,-375.5733321469484,-1297.5241105764928,0.0,0.0,0.0
4.491962671279907,-182.66949175507568,-942.0023650945756,-2038.4310396550525,1214.9983087552198,-426.3345578143801,-1293.7421404961096,0.0,0.0,0.0
4.525315284729004,-210.28734259928976,-642.7632189733968,-1952.9789725846333,1195.3420151881292,-164.30932549078346,-1260.9097690603248,0.0,0.0,0.0
6.200037717819214,10.550135887231836,-823.4575659443142,-2377.051603670736,1237.759099095197,-402.6169737009677,-1279.4962411024915,0.0,0.0,0.0
6.246177434921265,12.180013721215468,-856.3134409990514,-2366.0444711340006,1236.1273017709739,-404.069895854095,-1277.9458770040737,0.0,0.0,0.0
6.27780556678772,10.829049025596147,-860.1513367309263,-2364.9316175016106,1237.5706365925957,-417.2428717604113,-1261.3623303118154,0.0,0.0,0.0
